File_Name,True_Label,Predicted_Label
1026_IOM_NEU_XX.wav,neutral,neutral
1047_IEO_DIS_MD.wav,disgust,disgust
YAF_mouse_sad.wav,sad,sad
1010_DFA_NEU_XX.wav,neutral,neutral
1063_IWW_FEA_XX.wav,fear,fear
OAF_void_happy.wav,happy,happy
OAF_gaze_sad.wav,sad,sad
03-01-02-01-02-01-05.wav,neutral,neutral
03-01-06-02-02-02-24.wav,fear,angry
03-01-03-01-01-02-21.wav,happy,happy
1027_TSI_HAP_XX.wav,happy,happy
1081_ITS_SAD_XX.wav,sad,sad
1050_IWW_NEU_XX.wav,neutral,neutral
1023_IWW_DIS_XX.wav,disgust,disgust
JE_sa14.wav,sad,sad
OAF_jar_happy.wav,happy,happy
03-01-03-02-02-01-19.wav,happy,happy
1075_MTI_ANG_XX.wav,angry,angry
OAF_witch_fear.wav,fear,fear
OAF_gun_disgust.wav,disgust,disgust
1078_DFA_NEU_XX.wav,neutral,neutral
1042_WSI_FEA_XX.wav,fear,fear
OAF_dab_disgust.wav,disgust,disgust
1054_IEO_NEU_XX.wav,neutral,sad
03-01-07-01-02-01-15.wav,disgust,angry
1079_TAI_NEU_XX.wav,neutral,neutral
1051_TSI_ANG_XX.wav,angry,fear
03-01-03-01-01-01-03.wav,happy,happy
OAF_mouse_sad.wav,sad,sad
1053_IEO_DIS_HI.wav,disgust,disgust
03-01-06-01-02-02-09.wav,fear,sad
1046_ITS_DIS_XX.wav,disgust,disgust
1076_IWW_HAP_XX.wav,happy,happy
03-01-04-01-02-02-09.wav,sad,sad
1026_IWW_FEA_XX.wav,fear,fear
03-01-02-01-02-02-08.wav,neutral,neutral
JK_f04.wav,fear,fear
1052_IEO_DIS_MD.wav,disgust,disgust
1007_ITH_NEU_XX.wav,neutral,neutral
1005_MTI_SAD_XX.wav,sad,sad
OAF_said_sad.wav,sad,sad
1058_IEO_ANG_LO.wav,angry,happy
1034_IWL_SAD_XX.wav,sad,sad
1054_IEO_ANG_MD.wav,angry,angry
1063_ITS_SAD_XX.wav,sad,sad
OAF_should_happy.wav,happy,happy
OAF_hire_angry.wav,angry,angry
1019_DFA_SAD_XX.wav,sad,sad
YAF_fall_disgust.wav,disgust,disgust
OAF_calm_neutral.wav,neutral,neutral
YAF_tape_disgust.wav,disgust,disgust
03-01-03-02-01-02-19.wav,happy,happy
1029_ITH_ANG_XX.wav,angry,angry
1070_ITS_DIS_XX.wav,disgust,disgust
1044_IWL_ANG_XX.wav,angry,angry
1032_ITH_DIS_XX.wav,disgust,disgust
1077_ITS_HAP_XX.wav,happy,happy
1011_IWW_ANG_XX.wav,angry,angry
1090_IWW_HAP_XX.wav,happy,fear
1080_TSI_ANG_XX.wav,angry,angry
1025_IEO_ANG_HI.wav,angry,angry
OAF_rain_disgust.wav,disgust,disgust
1050_ITH_NEU_XX.wav,neutral,neutral
1057_TSI_SAD_XX.wav,sad,sad
1068_IEO_HAP_HI.wav,happy,angry
1007_IWW_NEU_XX.wav,neutral,neutral
OAF_which_neutral.wav,neutral,neutral
1023_IOM_DIS_XX.wav,disgust,disgust
1069_IEO_DIS_HI.wav,disgust,disgust
1023_DFA_HAP_XX.wav,happy,happy
OAF_nag_sad.wav,sad,sad
1010_IEO_DIS_MD.wav,disgust,disgust
OAF_rag_sad.wav,sad,sad
OAF_search_disgust.wav,disgust,disgust
1067_IWW_SAD_XX.wav,sad,sad
1043_ITS_NEU_XX.wav,neutral,neutral
OAF_note_disgust.wav,disgust,disgust
1034_IEO_HAP_LO.wav,happy,happy
1011_ITH_FEA_XX.wav,fear,fear
1001_IEO_DIS_LO.wav,disgust,disgust
1019_DFA_FEA_XX.wav,fear,fear
1078_TSI_DIS_XX.wav,disgust,disgust
1074_IWL_SAD_XX.wav,sad,sad
1055_TSI_FEA_XX.wav,fear,fear
1063_MTI_FEA_XX.wav,fear,fear
1011_TAI_ANG_XX.wav,angry,angry
OAF_hush_neutral.wav,neutral,neutral
YAF_cab_sad.wav,sad,sad
YAF_youth_angry.wav,angry,angry
1072_IEO_FEA_MD.wav,fear,fear
OAF_kill_fear.wav,fear,fear
1077_TAI_ANG_XX.wav,angry,angry
1023_TIE_SAD_XX.wav,sad,sad
1065_IWW_NEU_XX.wav,neutral,neutral
1035_IWL_ANG_XX.wav,angry,angry
YAF_hall_neutral.wav,neutral,neutral
1027_IOM_NEU_XX.wav,neutral,neutral
1005_ITH_DIS_XX.wav,disgust,disgust
1024_IEO_HAP_MD.wav,happy,happy
1055_IWL_ANG_XX.wav,angry,happy
1030_WSI_HAP_XX.wav,happy,happy
OAF_cool_disgust.wav,disgust,disgust
1048_DFA_NEU_XX.wav,neutral,fear
1088_ITH_FEA_XX.wav,fear,fear
1083_WSI_FEA_XX.wav,fear,fear
1032_ITH_NEU_XX.wav,neutral,neutral
YAF_far_angry.wav,angry,angry
1080_IWW_NEU_XX.wav,neutral,neutral
YAF_join_sad.wav,sad,sad
1038_IWL_ANG_XX.wav,angry,angry
1032_WSI_ANG_XX.wav,angry,angry
03-01-05-02-02-01-17.wav,angry,angry
1027_IOM_NEU_XX.wav,neutral,neutral
1015_ITS_FEA_XX.wav,fear,fear
1014_WSI_ANG_XX.wav,angry,angry
1022_ITH_HAP_XX.wav,happy,happy
1016_TIE_NEU_XX.wav,neutral,neutral
1074_IOM_DIS_XX.wav,disgust,disgust
1010_IEO_FEA_LO.wav,fear,fear
1008_TSI_FEA_XX.wav,fear,fear
YAF_dime_sad.wav,sad,sad
1025_DFA_DIS_XX.wav,disgust,disgust
1089_ITH_HAP_XX.wav,happy,happy
YAF_bath_happy.wav,happy,happy
OAF_tip_sad.wav,sad,sad
03-01-01-01-02-02-08.wav,neutral,neutral
OAF_thought_neutral.wav,neutral,neutral
YAF_near_neutral.wav,neutral,neutral
1031_IOM_HAP_XX.wav,happy,happy
1083_IEO_SAD_HI.wav,sad,sad
1033_ITH_FEA_XX.wav,fear,fear
YAF_raise_angry.wav,angry,angry
1003_TAI_HAP_XX.wav,happy,disgust
1084_IOM_HAP_XX.wav,happy,happy
1026_IEO_SAD_LO.wav,sad,sad
1059_DFA_SAD_XX.wav,sad,sad
1030_IEO_DIS_LO.wav,disgust,happy
03-01-03-02-01-02-18.wav,happy,happy
03-01-06-01-02-02-06.wav,fear,fear
OAF_knock_happy.wav,happy,happy
1036_ITS_DIS_XX.wav,disgust,disgust
1043_IWL_HAP_XX.wav,happy,happy
1078_IWL_ANG_XX.wav,angry,angry
1007_IEO_DIS_LO.wav,disgust,disgust
1018_WSI_HAP_XX.wav,happy,happy
1002_IEO_ANG_MD.wav,angry,angry
1066_WSI_DIS_XX.wav,disgust,disgust
1055_IWW_ANG_XX.wav,angry,fear
1066_IWL_SAD_XX.wav,sad,sad
OAF_gaze_happy.wav,happy,happy
1006_IOM_ANG_XX.wav,angry,angry
03-01-03-01-01-02-15.wav,happy,happy
1002_TIE_DIS_XX.wav,disgust,disgust
03-01-07-02-01-02-21.wav,disgust,disgust
1003_ITH_FEA_XX.wav,fear,fear
1066_ITS_FEA_XX.wav,fear,fear
1004_TIE_FEA_XX.wav,fear,fear
1016_TSI_NEU_XX.wav,neutral,neutral
1024_IEO_SAD_LO.wav,sad,sad
1061_DFA_NEU_XX.wav,neutral,neutral
1087_IWW_NEU_XX.wav,neutral,neutral
1048_IOM_SAD_XX.wav,sad,sad
OAF_ring_fear.wav,fear,fear
1068_ITS_SAD_XX.wav,sad,fear
03-01-03-02-02-02-09.wav,happy,happy
OAF_beg_happy.wav,happy,happy
YAF_soup_fear.wav,fear,fear
03-01-04-01-01-01-13.wav,sad,sad
OAF_when_sad.wav,sad,sad
1075_IEO_FEA_MD.wav,fear,sad
03-01-04-02-01-02-17.wav,sad,happy
1043_IEO_SAD_HI.wav,sad,sad
1057_IWW_FEA_XX.wav,fear,fear
03-01-02-02-02-01-11.wav,neutral,neutral
03-01-04-01-02-01-21.wav,sad,sad
YAF_rush_angry.wav,angry,angry
03-01-07-01-01-01-19.wav,disgust,disgust
1023_IOM_SAD_XX.wav,sad,sad
1028_TSI_HAP_XX.wav,happy,happy
YAF_haze_neutral.wav,neutral,neutral
1032_MTI_HAP_XX.wav,happy,happy
03-01-01-01-02-02-10.wav,neutral,fear
1035_IWL_SAD_XX.wav,sad,sad
1053_DFA_SAD_XX.wav,sad,sad
1049_ITH_HAP_XX.wav,happy,happy
1043_MTI_ANG_XX.wav,angry,angry
OAF_door_angry.wav,angry,angry
1047_MTI_FEA_XX.wav,fear,fear
1067_ITH_ANG_XX.wav,angry,angry
1054_WSI_ANG_XX.wav,angry,angry
OAF_jug_happy.wav,happy,happy
YAF_keep_sad.wav,sad,sad
1021_TSI_DIS_XX.wav,disgust,disgust
1058_TSI_SAD_XX.wav,sad,sad
1054_MTI_DIS_XX.wav,disgust,disgust
1023_IEO_ANG_MD.wav,angry,angry
1045_ITS_HAP_XX.wav,happy,happy
1057_TSI_HAP_XX.wav,happy,happy
1015_IWW_SAD_XX.wav,sad,sad
1062_MTI_ANG_XX.wav,angry,angry
1066_ITH_SAD_XX.wav,sad,sad
DC_n20.wav,neutral,neutral
1033_MTI_SAD_XX.wav,sad,sad
1070_IWW_DIS_XX.wav,disgust,disgust
03-01-01-01-01-01-13.wav,neutral,neutral
03-01-06-01-01-01-07.wav,fear,fear
1080_IWL_NEU_XX.wav,neutral,neutral
03-01-01-01-01-02-13.wav,neutral,neutral
03-01-06-02-02-01-07.wav,fear,fear
03-01-03-02-02-02-17.wav,happy,sad
OAF_ditch_sad.wav,sad,sad
OAF_keep_sad.wav,sad,sad
1083_WSI_FEA_XX.wav,fear,fear
03-01-07-02-02-02-02.wav,disgust,disgust
1041_TSI_HAP_XX.wav,happy,happy
03-01-06-01-02-02-19.wav,fear,fear
1081_ITS_ANG_XX.wav,angry,angry
OAF_thumb_happy.wav,happy,happy
OAF_tough_disgust.wav,disgust,disgust
1038_MTI_SAD_XX.wav,sad,sad
1022_DFA_ANG_XX.wav,angry,fear
1084_TIE_DIS_XX.wav,disgust,neutral
1024_TIE_DIS_XX.wav,disgust,disgust
1012_IWL_HAP_XX.wav,happy,happy
1070_TSI_DIS_XX.wav,disgust,disgust
03-01-05-02-02-02-03.wav,angry,angry
1081_WSI_ANG_XX.wav,angry,angry
1031_MTI_SAD_XX.wav,sad,sad
1061_IEO_SAD_LO.wav,sad,sad
1030_IOM_ANG_XX.wav,angry,angry
OAF_juice_angry.wav,angry,angry
1054_WSI_HAP_XX.wav,happy,happy
1064_WSI_FEA_XX.wav,fear,fear
1084_MTI_ANG_XX.wav,angry,angry
1053_IEO_ANG_HI.wav,angry,angry
1009_DFA_DIS_XX.wav,disgust,disgust
1005_TSI_NEU_XX.wav,neutral,neutral
1024_IEO_SAD_HI.wav,sad,sad
1032_IEO_FEA_MD.wav,fear,fear
1054_IWW_HAP_XX.wav,happy,happy
03-01-05-01-02-02-14.wav,angry,angry
1062_WSI_NEU_XX.wav,neutral,neutral
1075_IEO_SAD_LO.wav,sad,sad
1051_MTI_DIS_XX.wav,disgust,disgust
1078_ITS_DIS_XX.wav,disgust,disgust
03-01-02-02-01-01-19.wav,neutral,neutral
1053_IWW_HAP_XX.wav,happy,happy
1069_IEO_HAP_LO.wav,happy,happy
03-01-04-01-02-02-22.wav,sad,sad
03-01-04-01-01-01-23.wav,sad,sad
1008_ITS_SAD_XX.wav,sad,sad
03-01-01-01-02-01-03.wav,neutral,neutral
1056_TAI_DIS_XX.wav,disgust,disgust
1029_MTI_NEU_XX.wav,neutral,neutral
1048_TSI_ANG_XX.wav,angry,angry
1085_IEO_HAP_LO.wav,happy,happy
1085_DFA_ANG_XX.wav,angry,angry
1049_TAI_HAP_XX.wav,happy,happy
1016_IOM_SAD_XX.wav,sad,sad
1011_DFA_SAD_XX.wav,sad,sad
1023_MTI_ANG_XX.wav,angry,angry
03-01-01-01-02-02-08.wav,neutral,neutral
1045_TIE_NEU_XX.wav,neutral,neutral
1035_MTI_ANG_XX.wav,angry,angry
OAF_pole_happy.wav,happy,happy
OAF_hire_happy.wav,happy,happy
1048_IWL_SAD_XX.wav,sad,sad
1078_IEO_DIS_MD.wav,disgust,disgust
1071_IEO_FEA_MD.wav,fear,fear
1033_WSI_FEA_XX.wav,fear,fear
1082_WSI_ANG_XX.wav,angry,angry
1072_IEO_ANG_LO.wav,angry,angry
DC_a02.wav,angry,angry
1002_IWL_FEA_XX.wav,fear,fear
YAF_dab_neutral.wav,neutral,neutral
03-01-07-02-01-02-17.wav,disgust,disgust
YAF_rose_disgust.wav,disgust,disgust
1091_IEO_SAD_LO.wav,sad,fear
YAF_soap_sad.wav,sad,sad
1071_ITS_ANG_XX.wav,angry,angry
1032_IWW_DIS_XX.wav,disgust,disgust
OAF_bone_happy.wav,happy,happy
1081_IOM_SAD_XX.wav,sad,sad
1029_DFA_NEU_XX.wav,neutral,happy
1030_IWL_ANG_XX.wav,angry,angry
1025_IEO_HAP_MD.wav,happy,happy
JE_sa09.wav,sad,sad
1029_ITS_HAP_XX.wav,happy,happy
03-01-07-02-01-01-02.wav,disgust,disgust
1036_MTI_FEA_XX.wav,fear,fear
1062_TSI_NEU_XX.wav,neutral,neutral
1048_TAI_DIS_XX.wav,disgust,disgust
1043_TIE_FEA_XX.wav,fear,fear
1050_DFA_HAP_XX.wav,happy,happy
1026_IEO_ANG_MD.wav,angry,angry
03-01-04-01-01-01-16.wav,sad,sad
03-01-07-02-01-02-05.wav,disgust,disgust
1022_DFA_SAD_XX.wav,sad,sad
1030_IWW_FEA_XX.wav,fear,fear
1016_DFA_SAD_XX.wav,sad,sad
1049_IEO_SAD_MD.wav,sad,sad
03-01-07-02-01-01-01.wav,disgust,disgust
